Data,Pioggia_Zona_1,Pioggia_Zona_2,Pioggia_Zona_3,Pioggia_Zona_4,Pioggia_Zona_5,Temperatura_Zona_5,Livello_Acqua,Portata_Uscita
07/10/2010,0.2,0.00,0.00,0.00,0.00,20.00,27.45,3.00
08/10/2010,0.00,0.00,0.00,0.00,0.00,17.45,27.39,3.00
09/10/2010,0.00,0.00,0.00,0.00,0.00,15.65,27.34,3.00
10/10/2010,0.00,0.00,0.00,0.00,0.00,15.2,27.29,3.00
11/10/2010,0.00,0.00,0.00,0.00,0.00,15.1,27.24,2.81
12/10/2010,0.4,0.4,0.00,0.00,1.00,15.45,27.18,2.7
13/10/2010,1.4,1.4,1.2,0.00,0.8,14.4,27.14,2.7
14/10/2010,0.00,0.00,0.00,0.00,0.00,14.9,27.1,2.7
15/10/2010,0.00,0.00,0.00,0.00,0.00,14.75,27.05,2.7
16/10/2010,0.00,0.2,1.00,0.00,1.00,14.55,26.99,2.7
17/10/2010,26.4,26.6,26.00,27.4,39.00,11.1,27.00,2.7
18/10/2010,0.2,0.00,0.00,0.00,0.2,11.05,26.98,2.7
19/10/2010,0.00,0.00,0.00,0.00,0.00,13.7,26.93,2.7
20/10/2010,0.2,0.00,0.00,0.00,0.00,11.75,26.88,2.7
21/10/2010,0.2,0.00,0.00,0.00,0.2,11.75,26.83,2.7
22/10/2010,0.2,0.00,0.2,0.00,0.00,12.65,26.79,2.7
23/10/2010,0.00,0.00,0.00,0.00,0.00,12.75,26.74,2.7
24/10/2010,0.00,0.2,0.00,0.6,0.2,13.55,26.7,2.7
25/10/2010,19.2,30.00,16.6,22.00,29.00,12.45,26.66,2.7
26/10/2010,4.2,12.4,4.8,5.6,9.2,9.95,26.75,2.7
27/10/2010,0.00,0.00,0.2,0.2,0.00,9.85,26.73,2.7
28/10/2010,0.00,0.00,0.00,0.00,0.00,11.95,26.68,2.7
29/10/2010,0.00,0.00,0.00,0.00,0.00,15.00,26.64,2.7
30/10/2010,0.00,0.00,0.00,0.00,0.00,10.35,26.6,2.7
31/10/2010,11.8,19.4,10.6,7.2,10.00,14.75,26.57,2.7
01/11/2010,32.6,59.6,26.8,29.4,40.00,14.75,26.97,2.7
02/11/2010,12.8,16.8,11.2,12.6,15.4,15.25,27.35,2.7
03/11/2010,4.6,4.2,5.6,5.00,8.00,15.25,27.41,2.7
04/11/2010,0.2,0.2,0.6,0.4,0.2,15.95,27.43,2.7
05/11/2010,0.2,0.00,0.2,0.00,0.00,13.2,27.42,2.7
06/11/2010,0.2,0.00,0.2,0.00,0.2,11.65,27.4,2.7
07/11/2010,0.2,2.00,0.2,0.4,0.2,14.8,27.38,2.7
08/11/2010,25.8,23.2,34.8,29.6,49.2,10.8,27.53,2.7
09/11/2010,18.4,24.4,14.00,15.6,19.4,10.35,27.87,2.7
10/11/2010,28.8,19.6,25.8,17.00,24.4,10.3,28.27,2.7
11/11/2010,24.2,20.6,24.00,21.6,23.00,12.6,28.65,2.7
12/11/2010,1.2,1.00,0.8,0.4,2.4,11.15,28.72,2.7
13/11/2010,4.00,4.4,4.4,2.00,4.6,13.75,28.75,2.7
14/11/2010,0.00,0.2,0.00,0.2,0.00,13.15,28.75,2.7
15/11/2010,0.2,1.4,0.2,0.8,1.6,14.35,28.71,6.2
16/11/2010,13.00,17.00,15.4,8.00,14.2,12.3,28.67,6.2
17/11/2010,1.6,1.00,1.6,1.00,0.4,11.35,28.75,4.33
18/11/2010,0.00,0.00,0.00,0.00,0.00,7.75,28.72,6.6
19/11/2010,21.8,8.00,19.2,12.4,18.6,10.45,28.73,6.6
20/11/2010,5.8,4.6,5.00,3.6,6.2,10.25,28.73,6.6
21/11/2010,2.8,7.4,2.4,4.8,4.6,10.55,28.7,6.6
22/11/2010,22.2,31.4,21.2,22.4,21.2,10.35,29.03,6.6
23/11/2010,11.00,4.00,10.00,12.4,9.6,9.15,29.24,7.1
24/11/2010,1.6,0.00,1.6,0.2,0.00,8.5,29.26,7.1
25/11/2010,0.00,0.00,0.00,0.00,0.00,7.45,29.24,7.1
26/11/2010,15.6,6.00,17.00,18.00,17.8,5.25,29.24,7.1
27/11/2010,0.00,20.00,0.2,1.2,2.8,4.4,29.33,7.1
28/11/2010,1.2,3.8,1.4,1.00,2.4,4.95,29.3,7.1
29/11/2010,29.2,26.8,28.6,27.00,30.00,7.75,29.62,7.4
30/11/2010,0.00,0.2,0.00,0.00,0.00,7.65,29.68,7.4
01/12/2010,28.6,39.00,25.4,30.00,34.4,6.4,29.82,7.5
02/12/2010,13.4,24.4,16.2,19.4,18.6,6.95,30.52,7.5
03/12/2010,14.00,7.00,13.8,11.2,13.8,5.15,30.84,7.5
04/12/2010,3.4,6.2,2.4,2.6,2.4,4.6,31.01,7.5
05/12/2010,0.00,0.2,0.00,0.2,0.00,3.1,31.02,7.5
06/12/2010,2.8,13.8,4.00,5.6,4.00,9.4,31.03,44.2
07/12/2010,15.2,61.8,25.00,27.2,21.8,14.45,31.41,25.4
08/12/2010,0.6,6.00,2.8,1.8,2.00,15.15,31.25,17.3
09/12/2010,4.2,12.2,3.00,2.6,12.4,11.2,31.17,10.4
10/12/2010,0.00,0.00,0.00,0.00,0.00,7.3,31.08,8.11
11/12/2010,0.00,0.00,0.00,0.00,0.00,4.1,31.03,7.5
12/12/2010,0.2,0.00,0.00,0.00,0.00,7.95,30.99,7.5
13/12/2010,0.00,0.00,0.00,0.00,0.00,6.45,30.95,7.5
14/12/2010,0.2,0.00,0.00,0.00,0.00,2.55,30.91,7.5
15/12/2010,0.00,0.00,0.00,0.00,0.00,1.3,30.82,7.5
16/12/2010,0.00,0.00,0.00,0.00,0.00,-0.85,30.74,7.5
17/12/2010,0.00,0.00,0.00,0.00,0.00,-3.25,30.71,7.5
18/12/2010,0.00,0.00,0.00,0.00,0.00,0.6,30.63,7.5
19/12/2010,0.4,10.00,10.4,1.2,11.00,0.4,30.52,7.5
20/12/2010,0.6,4.00,5.00,8.4,13.2,4.35,30.45,7.5
21/12/2010,13.2,0.4,0.00,8.6,0.4,7.65,30.39,7.5
22/12/2010,22.4,41.2,22.2,36.2,31.8,11.65,30.68,7.5
23/12/2010,13.4,34.2,23.8,22.6,19.6,13.95,31.25,25.7
24/12/2010,20.2,29.4,18.8,17.6,28.2,10.55,31.45,54.00
25/12/2010,17.8,7.00,14.6,8.4,11.2,8.8,31.28,29.3
26/12/2010,0.4,1.8,0.4,0.2,0.4,5.2,31.16,16.4
27/12/2010,0.00,0.4,0.8,0.2,0.2,3.15,31.09,9.3
28/12/2010,0.00,0.2,0.00,0.00,0.00,2.2,31.06,7.5
29/12/2010,0.00,0.00,0.00,0.00,0.00,2.8,31.00,7.5
30/12/2010,0.2,0.00,0.00,0.00,0.00,4.95,30.95,7.5
31/12/2010,0.2,0.2,0.4,0.2,0.6,7.7,30.88,7.5
01/01/2011,0.2,0.00,0.2,0.00,0.00,6.1,30.83,7.5
02/01/2011,0.00,0.00,0.00,0.00,0.00,7.65,30.74,7.5
03/01/2011,0.00,0.00,0.00,0.00,0.00,5.25,30.66,7.5
04/01/2011,0.00,0.00,0.00,0.00,0.00,3.75,30.58,7.5
05/01/2011,0.00,0.00,0.00,0.00,0.00,4.2,30.5,7.5
06/01/2011,9.6,26.00,15.2,14.00,12.2,6.7,30.4,7.5
07/01/2011,1.2,13.6,4.00,3.6,2.2,11.75,30.4,7.5
08/01/2011,0.00,0.00,0.2,0.00,0.00,12.55,30.4,7.5
09/01/2011,0.00,0.00,0.00,0.00,0.00,12.4,30.37,7.5
10/01/2011,3.00,7.8,4.00,3.8,7.8,11.55,30.31,7.5
11/01/2011,8.2,7.00,7.6,5.6,9.6,9.35,30.28,7.5
12/01/2011,1.00,0.8,1.00,1.00,0.8,9.85,30.26,7.5
13/01/2011,0.2,0.00,0.00,0.00,0.00,6.5,30.2,6.37
14/01/2011,0.00,0.00,0.00,0.00,0.00,8.35,30.17,5.7
15/01/2011,0.00,0.00,0.00,0.00,0.00,11.55,30.12,5.7
16/01/2011,0.2,0.00,0.00,0.00,0.4,10.65,30.07,5.7
17/01/2011,0.2,0.00,0.00,0.2,0.00,8.6,30.02,5.7
18/01/2011,0.00,0.00,0.00,0.00,0.00,10.00,29.97,2.8
19/01/2011,0.4,0.00,0.00,0.2,0.8,7.65,29.96,2.8
20/01/2011,0.6,0.00,0.4,0.00,0.2,4.45,29.94,2.8
21/01/2011,0.6,0.4,3.8,0.2,0.2,2.75,29.91,2.8
22/01/2011,0.00,0.00,0.2,0.00,0.00,2.5,29.91,2.8
23/01/2011,0.00,0.00,0.2,0.00,0.00,3.1,29.89,2.8
24/01/2011,0.00,0.00,0.00,0.00,0.00,4.4,29.87,0.6
25/01/2011,0.00,0.00,0.00,0.00,0.00,1.7,29.88,0.6
26/01/2011,0.00,0.00,0.00,0.00,0.00,5.1,29.91,0.6
27/01/2011,0.4,0.00,0.2,0.8,0.00,5.5,29.92,0.6
28/01/2011,0.00,0.00,1.2,0.00,0.00,5.6,29.94,0.6
29/01/2011,0.00,0.00,0.2,0.00,0.00,4.00,29.97,0.6
30/01/2011,17.2,5.6,8.2,19.4,3.4,3.75,30.00,0.6
31/01/2011,0.2,11.4,0.00,0.00,25.00,6.95,30.05,0.6
01/02/2011,0.00,0.00,0.00,0.00,0.2,7.85,30.09,0.6
02/02/2011,0.00,0.00,0.00,0.00,0.00,8.7,30.11,0.6
03/02/2011,0.00,0.00,0.00,0.00,0.00,7.4,30.15,0.6
04/02/2011,0.00,0.00,0.00,0.00,0.00,11.55,30.17,0.6
05/02/2011,0.00,0.00,0.00,0.00,0.00,10.00,30.19,0.6
06/02/2011,0.00,0.00,0.00,0.00,0.00,9.15,30.22,0.6
07/02/2011,0.00,0.00,0.00,0.00,0.00,10.35,30.22,0.6
08/02/2011,0.00,0.00,0.00,0.00,0.00,6.1,30.24,0.6
09/02/2011,0.00,0.00,0.00,0.00,0.00,6.4,30.27,0.6
10/02/2011,0.00,0.00,0.00,0.00,0.00,6.3,30.29,0.6
11/02/2011,0.00,0.00,0.00,0.00,0.00,9.75,30.29,0.6
12/02/2011,0.00,0.00,0.00,0.00,1.2,9.6,30.3,0.6
13/02/2011,3.8,6.2,6.6,2.8,8.6,8.45,30.32,0.6
14/02/2011,0.00,0.2,0.2,0.00,0.2,9.45,30.34,0.6
15/02/2011,1.8,3.00,1.4,2.4,3.2,8.25,30.37,0.6
16/02/2011,22.4,47.00,28.2,31.8,30.8,8.1,30.4,7.6
17/02/2011,20.00,23.2,19.4,20.6,21.00,9.65,30.78,8.35
18/02/2011,0.2,0.00,0.00,0.2,0.2,10.45,31.09,11.76
19/02/2011,0.00,0.00,0.00,0.00,0.00,12.2,31.08,9.18
20/02/2011,6.4,8.6,5.6,6.2,8.4,7.55,31.03,7.74
21/02/2011,1.6,0.8,1.2,1.6,2.2,7.55,31.00,7.6
22/02/2011,0.2,0.00,0.00,0.00,0.00,6.55,30.97,7.6
23/02/2011,0.00,0.2,1.00,0.00,0.00,4.3,30.91,7.6
24/02/2011,0.00,0.00,0.00,0.00,0.00,4.5,30.83,7.6
25/02/2011,0.00,0.00,0.00,0.00,0.00,6.6,30.82,4.5
26/02/2011,0.00,0.00,0.00,0.00,0.00,6.65,30.83,0.6
27/02/2011,7.2,3.00,4.4,7.2,7.8,3.15,30.88,1.7
28/02/2011,0.00,1.00,0.00,0.2,3.00,7.3,30.86,5.55
01/03/2011,0.4,0.00,3.2,0.00,0.2,5.05,30.85,0.6
02/03/2011,0.6,0.4,2.4,0.2,0.00,3.3,30.86,0.6
03/03/2011,1.6,1.6,4.4,0.8,2.00,3.65,30.89,0.6
04/03/2011,0.00,0.00,0.00,0.00,0.00,7.25,30.92,0.6
05/03/2011,0.00,0.00,0.2,0.4,0.00,7.65,30.96,0.6
06/03/2011,0.00,0.00,0.00,0.00,0.2,11.05,30.99,0.6
07/03/2011,0.00,0.00,0.00,0.00,0.00,5.65,31.01,1.18
08/03/2011,0.00,0.00,0.00,0.00,0.00,5.2,31.02,2.27
09/03/2011,0.00,0.00,0.00,0.00,0.00,4.5,30.99,2.7
10/03/2011,0.00,0.00,0.00,0.00,0.00,6.55,30.94,5.86
11/03/2011,0.00,0.00,0.00,0.00,0.00,8.00,30.84,7.6
12/03/2011,0.00,0.2,0.00,0.2,0.2,8.8,30.74,7.6
13/03/2011,33.8,36.4,31.8,37.4,38.8,9.6,30.63,7.6
14/03/2011,14.2,22.4,18.4,9.8,13.00,14.3,30.95,7.6
15/03/2011,13.4,13.6,14.6,13.00,14.00,13.8,31.12,13.3
16/03/2011,21.2,27.8,22.4,35.8,49.00,11.85,31.23,23.6
17/03/2011,5.8,9.00,5.6,10.6,10.8,11.65,31.3,32.00
18/03/2011,0.00,0.00,0.00,0.00,0.00,13.6,31.21,22.07
19/03/2011,0.8,0.00,0.8,0.2,0.2,11.95,31.12,13.73
20/03/2011,0.00,0.00,0.00,0.00,0.00,9.5,31.01,9.74
21/03/2011,0.00,0.00,0.00,0.00,0.00,8.00,30.99,7.6
22/03/2011,0.00,0.00,0.00,0.00,0.00,11.00,30.93,7.6
23/03/2011,0.00,0.00,0.00,0.00,0.00,13.7,30.88,7.6
24/03/2011,0.00,0.00,0.00,0.00,0.00,15.4,30.82,7.6
25/03/2011,0.00,0.00,0.00,0.00,0.00,13.1,30.73,7.6
26/03/2011,0.00,0.00,0.00,0.00,0.00,12.8,30.65,7.6
27/03/2011,3.4,2.6,3.4,3.2,6.2,11.65,30.54,7.6
28/03/2011,27.4,29.2,24.2,35.8,41.6,12.2,30.47,7.6
29/03/2011,0.2,0.00,0.00,0.6,0.8,14.45,30.8,7.6
30/03/2011,0.00,0.00,0.00,0.00,0.00,12.85,30.78,7.6
31/03/2011,0.00,0.00,0.00,0.00,0.00,14.6,30.73,7.6
01/04/2011,0.00,0.00,0.00,0.00,0.00,16.6,30.65,7.6
02/04/2011,0.00,0.00,0.00,0.00,0.00,17.6,30.6,5.7
03/04/2011,0.00,0.00,0.00,0.00,0.00,15.8,30.54,5.7
04/04/2011,0.00,0.00,0.00,0.00,0.00,15.15,30.48,5.7
05/04/2011,0.00,0.00,0.00,0.00,0.00,15.7,30.43,5.7
06/04/2011,0.00,0.00,0.00,0.00,0.00,18.35,30.37,5.7
07/04/2011,0.00,0.00,0.00,0.00,0.00,19.15,30.3,2.00
08/04/2011,0.00,0.00,0.00,0.00,0.00,16.7,30.3,2.00
09/04/2011,0.00,0.00,0.00,0.00,0.00,18.65,30.29,2.00
10/04/2011,0.00,0.00,0.00,0.00,0.2,19.00,30.29,2.00
11/04/2011,0.00,0.00,0.00,0.00,0.00,19.25,30.28,2.00
12/04/2011,0.4,0.00,0.2,0.00,2.00,16.25,30.27,2.00
13/04/2011,1.8,0.00,1.6,1.4,1.4,12.9,30.25,2.00
14/04/2011,0.2,1.4,0.2,0.00,0.8,11.5,30.24,2.00
15/04/2011,4.4,4.00,3.8,3.6,4.8,10.7,30.22,0.6
16/04/2011,0.00,0.00,0.00,0.00,0.00,12.25,30.23,0.6
17/04/2011,0.00,0.00,0.00,0.00,0.00,13.45,30.24,0.6
18/04/2011,0.00,0.00,0.00,0.00,0.00,14.75,30.25,0.6
19/04/2011,0.00,0.00,0.00,0.00,0.00,16.1,30.25,0.6
20/04/2011,0.00,0.00,0.00,0.00,0.00,17.3,30.25,0.6
21/04/2011,0.00,0.00,0.00,0.00,0.00,15.85,30.25,0.6
22/04/2011,0.00,0.2,0.00,0.00,0.00,16.35,30.26,0.6
23/04/2011,1.2,0.4,1.00,1.2,1.4,15.65,30.27,0.6
24/04/2011,0.6,0.2,0.4,0.4,0.8,15.95,30.28,0.6
25/04/2011,0.00,0.00,0.00,0.00,0.00,16.85,30.29,0.6
26/04/2011,0.00,0.00,0.00,0.00,0.00,17.2,30.29,0.6
27/04/2011,0.4,0.00,0.00,0.00,0.00,16.6,30.29,0.6
28/04/2011,0.00,0.00,0.00,0.00,0.00,14.6,30.28,0.6
29/04/2011,1.6,1.00,13.2,3.4,4.4,15.5,30.28,0.6
30/04/2011,2.00,0.8,1.2,1.4,1.8,14.4,30.29,0.6
01/05/2011,0.4,0.4,0.2,0.4,1.00,17.5,30.29,0.6
02/05/2011,2.6,2.2,2.4,0.6,1.6,16.45,30.3,0.6
03/05/2011,0.00,0.00,0.00,0.2,0.2,18.15,30.3,0.6
04/05/2011,0.4,1.00,0.4,0.00,0.00,15.55,30.3,0.6
05/05/2011,0.00,0.00,0.00,0.00,0.00,16.65,30.3,0.6
06/05/2011,0.00,0.00,0.00,0.00,0.00,17.25,30.3,0.6
07/05/2011,0.00,0.00,0.00,0.00,0.00,17.3,30.3,0.6
08/05/2011,0.00,0.00,0.00,0.00,0.00,17.3,30.29,0.6
09/05/2011,0.00,0.00,0.00,0.00,0.00,15.2,30.28,0.6
10/05/2011,0.00,0.00,0.00,0.00,0.00,18.5,30.27,0.6
11/05/2011,0.00,0.00,0.00,0.00,0.00,18.45,30.26,0.6
12/05/2011,0.00,0.00,0.00,0.00,0.00,18.75,30.25,0.6
13/05/2011,0.00,0.00,0.00,0.00,0.00,18.55,30.24,0.6
14/05/2011,0.00,0.00,0.00,0.00,0.00,18.9,30.24,0.6
15/05/2011,11.00,5.00,13.6,7.8,3.6,13.35,30.24,0.6
16/05/2011,0.00,0.00,0.6,0.2,0.00,15.35,30.23,0.6
17/05/2011,0.00,0.00,0.00,0.00,0.00,17.05,30.22,0.6
18/05/2011,0.00,0.00,0.00,0.00,0.00,18.85,30.21,0.6
19/05/2011,0.00,0.00,0.00,0.00,0.00,19.55,30.2,0.6
20/05/2011,0.00,0.6,0.00,0.00,0.00,20.00,30.2,0.6
21/05/2011,0.00,0.00,0.00,0.00,0.00,20.5,30.19,0.6
22/05/2011,0.00,0.00,0.00,0.00,0.00,21.4,30.18,0.6
23/05/2011,0.00,0.00,0.00,0.00,0.00,21.7,30.17,0.6
24/05/2011,0.00,0.00,0.00,0.00,0.00,24.65,30.17,0.6
25/05/2011,0.00,0.00,0.00,0.00,0.00,23.55,30.16,0.6
26/05/2011,0.00,0.00,0.00,0.00,0.00,23.55,30.15,0.6
27/05/2011,0.00,0.4,0.00,0.00,0.00,21.15,30.14,0.6
28/05/2011,0.00,0.00,1.00,0.00,0.00,19.65,30.13,0.6
29/05/2011,0.00,0.00,0.00,0.00,0.00,20.65,30.12,0.6
30/05/2011,0.00,0.00,0.00,0.00,0.00,21.45,30.1,0.6
31/05/2011,0.00,0.00,0.00,0.00,0.00,20.65,30.09,0.6
01/06/2011,2.8,2.00,2.4,2.8,3.2,20.5,30.08,0.6
02/06/2011,0.00,0.00,0.00,0.00,0.00,21.5,30.07,0.6
03/06/2011,0.00,0.00,0.00,0.00,0.00,22.95,30.06,0.6
04/06/2011,0.00,0.00,3.2,0.00,0.00,22.6,30.05,0.6
05/06/2011,43.2,52.00,32.6,56.8,74.00,21.00,30.04,0.6
06/06/2011,0.2,14.8,0.00,0.2,0.00,20.00,30.15,0.6
07/06/2011,37.4,34.6,42.8,23.2,23.4,19.95,30.16,0.6
08/06/2011,5.00,4.6,2.2,6.00,14.00,18.65,30.21,0.6
09/06/2011,1.00,14.8,3.8,1.8,6.2,18.4,30.22,0.6
10/06/2011,0.00,0.00,0.00,0.00,0.00,19.25,30.24,0.6
11/06/2011,0.00,0.00,0.00,0.00,0.00,19.6,30.23,0.6
12/06/2011,2.00,0.00,2.00,0.00,1.00,20.45,30.22,0.6
13/06/2011,0.2,0.4,5.4,0.00,0.00,19.65,30.22,0.6
14/06/2011,0.00,0.00,0.00,0.00,0.00,20.75,30.22,0.6
15/06/2011,0.00,0.00,0.00,0.00,0.00,22.4,30.2,0.6
16/06/2011,0.00,0.00,0.00,0.00,0.00,22.2,30.19,0.6
17/06/2011,0.00,0.00,0.00,0.00,0.00,21.55,30.19,0.6
18/06/2011,0.00,0.00,0.2,0.00,0.00,23.2,30.18,0.6
19/06/2011,0.00,1.2,0.4,0.00,0.00,20.6,30.17,0.6
20/06/2011,0.00,0.00,0.00,0.00,0.00,21.4,30.15,0.6
21/06/2011,0.00,0.00,0.00,0.00,0.00,22.35,30.14,0.6
22/06/2011,0.00,0.00,0.00,0.00,0.00,23.05,30.14,0.6
23/06/2011,0.00,0.00,0.00,0.00,0.00,23.00,30.12,0.6
24/06/2011,0.00,0.00,0.00,0.00,0.00,22.75,30.11,0.6
25/06/2011,0.00,0.00,0.00,0.00,0.00,22.1,30.1,0.6
26/06/2011,0.00,0.00,0.00,0.00,0.00,23.75,30.09,0.6
27/06/2011,0.00,0.00,0.00,0.00,0.00,24.75,30.08,0.6
28/06/2011,0.00,0.00,0.00,0.00,0.00,24.6,30.06,0.6
29/06/2011,0.00,0.00,0.00,0.00,0.00,25.4,30.04,0.6
30/06/2011,0.00,0.00,0.00,0.00,0.00,24.15,30.04,0.6
01/07/2011,0.4,5.8,6.2,2.8,7.00,22.75,30.02,0.6
02/07/2011,0.6,0.8,0.4,1.00,1.2,20.05,30.01,0.6
03/07/2011,0.00,0.00,0.00,0.00,0.00,19.8,29.99,0.6
04/07/2011,0.00,0.8,1.00,0.00,0.6,22.1,29.98,0.6
05/07/2011,0.2,0.00,0.00,2.6,5.2,22.6,29.97,0.6
06/07/2011,0.00,0.00,0.00,0.00,0.00,22.95,29.96,0.6
07/07/2011,0.00,0.00,0.00,0.00,0.00,24.45,29.95,0.6
08/07/2011,0.00,0.00,0.00,0.00,0.00,25.2,29.94,0.6
09/07/2011,0.00,0.00,0.00,0.00,0.00,25.7,29.92,0.6
10/07/2011,0.00,0.00,0.00,0.00,0.00,26.25,29.91,0.6
11/07/2011,0.00,0.00,0.00,0.00,0.00,26.9,29.89,0.94
12/07/2011,0.00,0.00,0.00,0.00,0.00,28.4,29.87,1.5
13/07/2011,0.00,0.00,0.00,0.00,0.00,27.9,29.84,1.5
14/07/2011,0.00,0.00,0.00,0.00,0.00,25.15,29.81,1.5
15/07/2011,0.00,0.00,0.00,0.00,0.00,22.75,29.78,1.5
16/07/2011,0.00,0.00,0.00,0.00,0.00,21.6,29.75,1.5
17/07/2011,0.00,0.00,0.00,0.00,0.00,22.8,29.72,1.5
18/07/2011,4.00,0.4,12.2,10.2,19.4,20.7,29.7,1.5
19/07/2011,3.2,13.6,3.8,6.6,7.6,20.1,29.67,1.5
20/07/2011,0.2,1.4,3.2,1.4,4.6,19.35,29.66,1.5
21/07/2011,0.00,0.00,0.2,0.00,0.00,19.55,29.62,1.5
22/07/2011,0.00,0.00,0.00,0.00,0.00,21.75,29.6,1.5
23/07/2011,0.00,0.00,0.00,0.00,0.00,20.75,29.56,1.5
24/07/2011,19.2,0.00,5.6,3.2,0.00,18.4,29.53,1.5
25/07/2011,0.00,0.00,0.00,0.00,0.2,19.15,29.5,2.00
26/07/2011,0.2,0.00,0.00,2.00,4.00,20.8,29.47,2.00
27/07/2011,4.4,4.4,6.2,3.8,5.00,18.2,29.43,2.00
28/07/2011,0.00,0.00,0.00,0.00,0.00,21.35,29.4,2.00
29/07/2011,1.00,6.4,1.6,0.4,0.00,20.8,29.38,2.00
30/07/2011,0.00,0.00,0.00,0.00,0.00,21.4,29.34,2.00
31/07/2011,0.00,0.00,0.00,0.00,0.00,22.45,29.3,2.00
01/08/2011,5.8,0.00,3.00,0.2,0.8,22.75,29.25,2.00
02/08/2011,0.00,0.00,0.00,0.00,0.00,23.1,29.23,2.00
03/08/2011,0.00,0.00,0.00,0.00,0.00,22.85,29.19,2.5
04/08/2011,0.00,0.00,0.00,0.00,0.00,23.8,29.14,2.5
05/08/2011,0.00,0.00,0.00,0.00,0.00,25.5,29.1,2.5
06/08/2011,0.00,0.00,0.00,0.00,0.00,24.55,29.05,2.5
07/08/2011,0.00,0.00,0.00,0.00,0.00,24.75,29.00,2.5
08/08/2011,2.8,4.00,2.8,4.00,7.8,23.8,28.96,2.5
09/08/2011,0.00,0.00,0.00,0.00,0.00,22.3,28.91,2.5
10/08/2011,0.00,0.00,0.00,0.00,0.00,22.35,28.86,2.5
11/08/2011,0.00,0.00,0.00,0.00,0.00,21.5,28.82,2.5
12/08/2011,0.00,0.00,0.00,0.00,0.00,21.8,28.77,3.00
13/08/2011,0.00,0.00,0.00,0.00,0.00,22.00,28.71,3.00
14/08/2011,0.00,0.00,0.00,0.00,0.00,24.1,28.65,3.00
15/08/2011,0.00,0.00,0.00,0.00,0.00,23.95,28.6,3.00
16/08/2011,0.00,0.00,0.00,0.00,0.00,25.6,28.54,3.00
17/08/2011,0.00,0.00,0.00,0.00,0.00,29.85,28.47,3.00
18/08/2011,0.00,0.00,0.00,0.00,0.00,27.65,28.41,3.00
19/08/2011,0.00,0.00,0.00,0.00,0.00,26.85,28.34,3.2
20/08/2011,0.00,0.00,0.00,0.00,0.00,27.85,28.28,3.5
21/08/2011,0.00,0.00,0.00,0.00,0.00,29.35,28.21,3.5
22/08/2011,0.00,0.00,0.00,0.00,0.00,29.85,28.15,3.5
23/08/2011,0.00,0.00,0.00,0.00,0.00,28.75,28.07,3.5
24/08/2011,0.00,0.00,0.00,0.00,0.00,27.9,28.01,3.5
25/08/2011,0.00,0.00,0.00,0.00,0.00,27.05,27.94,3.5
26/08/2011,0.00,0.00,0.00,0.00,0.00,27.3,27.87,3.5
27/08/2011,0.00,0.00,0.00,0.00,0.00,22.2,27.8,3.5
28/08/2011,0.00,0.00,0.00,0.00,0.00,22.65,27.72,3.5
29/08/2011,0.00,0.00,0.00,0.00,0.00,24.05,27.67,3.5
30/08/2011,0.00,0.00,0.00,0.00,0.00,22.00,27.59,3.5
31/08/2011,0.00,0.00,0.00,0.00,0.00,23.2,27.53,3.5
01/09/2011,0.00,0.00,0.00,0.00,0.00,23.9,27.46,3.5
02/09/2011,0.00,0.00,0.00,0.00,0.00,24.5,27.38,3.5
03/09/2011,0.00,0.00,0.00,0.00,0.00,26.3,27.33,3.5
04/09/2011,1.4,3.2,6.8,3.8,9.6,23.25,27.26,3.5
05/09/2011,5.2,4.6,6.00,3.6,6.6,22.00,27.21,3.5
06/09/2011,0.00,0.00,0.00,0.00,0.00,23.3,27.14,3.5
07/09/2011,0.00,0.00,0.00,0.00,0.00,21.5,27.07,3.5
08/09/2011,0.00,0.00,0.00,0.00,0.00,21.55,27.00,3.5
09/09/2011,0.00,0.00,0.00,0.00,0.00,23.75,26.93,3.5
10/09/2011,0.00,0.00,0.00,0.00,0.00,23.75,26.87,3.5
11/09/2011,0.00,0.00,0.00,0.00,0.00,24.75,26.8,3.5
12/09/2011,0.00,0.00,0.00,0.00,0.00,23.65,26.73,3.5
13/09/2011,0.00,0.00,0.00,0.00,0.00,25.8,26.66,3.5
14/09/2011,0.00,0.00,0.00,0.00,0.00,25.00,26.59,3.5
15/09/2011,0.00,0.00,0.00,0.00,0.00,24.15,26.52,3.5
16/09/2011,0.00,0.00,0.00,0.00,0.00,23.35,26.44,3.5
17/09/2011,0.00,0.00,0.00,0.00,0.00,22.5,26.37,3.5
18/09/2011,3.6,15.6,4.00,9.2,8.2,20.5,26.29,3.5
19/09/2011,7.6,2.8,9.6,9.8,8.4,17.05,26.32,3.00
20/09/2011,1.8,1.4,6.6,2.8,1.6,16.95,26.26,3.00
21/09/2011,0.00,0.00,0.00,0.00,0.00,22.45,26.21,3.00
22/09/2011,0.00,0.00,0.00,0.00,0.00,21.5,26.14,3.5
23/09/2011,0.00,0.00,0.00,0.00,0.00,22.7,26.08,3.5
24/09/2011,0.00,0.00,0.00,0.00,0.00,22.15,26.00,3.5
25/09/2011,0.00,0.00,0.00,0.00,0.6,22.75,25.92,3.5
26/09/2011,0.00,0.00,0.00,0.00,0.00,23.45,25.86,3.5
27/09/2011,0.00,0.00,0.00,0.00,0.00,23.75,25.78,3.5
